incorrect,correct,errors
"Lunes lang nang ng dagdag ayuda at pagpapabilis ng COVID-19 vaccine para sa mahihirap si Liza, lalo nat walang social amelioration program ( SAP ) sa kasalukuyang serye ng lockdowns.","Lunes lang nang manawagan ng dagdag ayuda at pagpapabilis ng COVID-19 vaccine para sa mahihirap si Liza, lalo nat walang social amelioration program ( SAP ) sa kasalukuyang serye ng lockdowns.",operations: delete; errors: 
"Habang tulog ng at nagpapahinga na ang mga artista, may ilang grupo ng production staff na nag-iinuman na siyempre di ipinapaalam sa iba, dahil bawal. iyon","Habang tulog na at nagpapahinga na ang mga artista, may ilang grupo ng production staff na nag-iinuman na siyempre di ipinapaalam sa iba, dahil bawal iyon.","operations: substitute, swap; errors: ligature"
Mabibigyan ba nila ko ng datung,Mabibigyan ba nila ko ng datung.,operations: delete; errors: 
"Nakatakda ang preliminary investigation sa kaso ni Orbos sa Hulyo 30, kabilang alarm and scandal at direct assault sa mga awtoridad Jamil Santos / DVM, GMA News.","Nakatakda ang preliminary investigation sa kaso ni Orbos sa Hulyo 30, kabilang ang alarm and scandal at direct assault sa mga awtoridad Jamil Santos / DVM, GMA News.",operations: delete; errors: 
"Sa episode"" ng Kapuso Mo, Jessica Soho"" nitong Linggo, sinabi ni Charene na hindi naipasuri ang ay kaniyang kondisyon dahil sa kahirapan nila sa buhay.","Sa episode ng"" Kapuso Mo, Jessica Soho"" nitong Linggo, sinabi ni Charene na hindi naipasuri ang kaniyang kondisyon dahil sa kahirapan nila sa buhay.","operations: insert, swap; errors: "
Nagbukas na ito sa ang ilalim na alert level 3 pero mahigpit ang health protocols.,Nagbukas na ito sa ilalim ng alert level 3 pero mahigpit ang health protocols.,"operations: substitute, insert; errors: ligature"
"Talagang si Rhea Tan ng Beautederm ang kunsintidora sa lahat ng may kinalaman para sa showbiz press. Ganun niya kamahal ang mga taong alam niya na tumutulong sa success ng kanyang business. Bilang pagpapahalaga sa mga ito, agad-agad ay gusto niyang sumali sa pantry. Yung generous friend kaya ni Nestor ng Project Kalingap, ay magbigay rin sa showbiz community pantry? Why not, di ba, buy ng bigas, de, lata essentials para sa ilan pang writers na kulang pa rin ang income.","Talagang si Rhea Tan ng Beautederm ang kunsintidora sa lahat ng may kinalaman para sa showbiz press. Ganun niya kamahal ang mga taong alam niya na tumutulong sa success ng kanyang business. Bilang pagpapahalaga sa mga ito, agad-agad ay gusto niyang sumali sa pantry. Yung generous friend kaya ni Nestor ng Project Kalingap, ay magbigay rin sa showbiz community pantry? Why not, di ba, buy ng bigas, de lata, essentials para sa ilan pang writers na kulang pa rin ang income.",operations: swap; errors: 
"Sinasabi po ni Presidente, kahit anong vaccine ang mauna willing siya even yung Gamaleya at Sinovac ay magbo-volunteer siya siya ang maunang ma-vaccinate, dagdag Galvez ni.","Sinasabi po ni Presidente, kahit anong vaccine ang mauna willing siya even yung Gamaleya at Sinovac ay magbo-volunteer siya na siya ang maunang ma-vaccinate, dagdag ni Galvez.","operations: delete, swap; errors: "
"Wala pang isang taon, wow, Mr. President, P8. 5 ang.","Wala pang isang taon, wow, Mr. President, P8. 5.",operations: insert; errors: 
"Ayon sa ECC sasaklawin nito ang mga empleyado sa loob ng pampublikot pribadong sektor na makararanas ng"" disability"" o pagkamatay dahil sa mga injuries ng matatamo habang ginagawa ang kani-kanilang mga trabaho kahit na nasa bahay lamang.","Ayon sa ECC, sasaklawin nito ang mga empleyado sa loob ng pampublikot pribadong sektor na makararanas ng"" disability"" o pagkamatay dahil sa mga injuries na matatamo habang ginagawa ang kani-kanilang mga trabaho kahit na nasa bahay lamang.","operations: substitute, delete; errors: ligature"
At ngayon ay nagpakita ng naman ng tatag ng loob sa bagong hinaharap buhay sa.,At ngayon ay nagpakita na naman ng tatag ng loob sa bagong hinaharap sa buhay.,"operations: swap, substitute; errors: ligature"
"Flores Malabon, City matapos siyang makita sa CCTV camera na pumasok sa bahay ng biktima dakong ala-1 ng hapon na nakasuot ng itim na t-shirt at may bitbit na isang itim na sport bag at nang lumabas makalipas ang isang oras ay nakasuot na ng dilaw na t-shirt.","Flores, Malabon City matapos siyang makita sa CCTV camera na pumasok sa bahay ng biktima dakong ala-1 ng hapon na nakasuot ng itim na t-shirt at may bitbit na isang itim na sport bag at nang lumabas makalipas ang isang oras ay nakasuot na ng dilaw na t-shirt.",operations: swap; errors: 
"May 135 male at 53 female, ito na ang ng pinakamalaking tryouts na gagawin sa Philippine aquatics history, ayon sa mga miyembro ng Stabilization Committee na mamumuno pagpapatakbo sa ng aquatics sa bansa.","May 135 male at 53 female, ito na ang pinakamalaking tryouts na gagawin sa Philippine aquatics history, ayon sa mga miyembro ng Stabilization Committee na mamumuno sa pagpapatakbo ng aquatics sa bansa.","operations: swap, insert; errors: "
ang ginagawa ng ilan ay nagpapakalunod sa kaligayahan kahit sa paraang bawal nakasisira at ng kanilang kaluluwa.,Kaya ang ginagawa ng ilan ay nagpapakalunod sa kaligayahan kahit sa paraang bawal at nakasisira ng kanilang kaluluwa.,"operations: delete, swap; errors: "
"Kung sino lang po ang gusto magbalik probinsiya at magbagong buhay roon, bibigyan kayo ng livelihood, pamasahe, o kung meron pong housing lugar si sa ninyo ay bibigyan din kayo ng murang pabahay.","Kung sino lang po ang gusto magbalik probinsiya at magbagong buhay roon, bibigyan kayo ng livelihood, pamasahe, o kung meron pong housing sa lugar ninyo ay bibigyan din kayo ng murang pabahay.","operations: swap, insert; errors: "
"Sana nga maipalabas dito sa, kapag puwede na ang mga sinehan.","Sana nga maipalabas dito sa atin, kapag puwede na ang mga sinehan.",operations: delete; errors: 
"Kwento ng biktima, nagbenta sa kanya ang anak ni Manalo ng grinder sa halagang P500. Pero binawi umano kinabukasan ng suspek ang grinder dahil siya raw ang totoong may-ari.","Kwento ng biktima, nagbenta sa kanya ang anak ni Manalo ng grinder sa halagang P500. Pero binawi umano kinabukasan ng suspek ang grinder dahil siya raw ang totoong may-ari.",operations: substitute; errors: enclitic
Unang ang chika ng aming impormante.,Unang chika ng aming impormante.,operations: insert; errors: 
Ang shares ng Upson ay ililista main sa board nang Philippine Stock Exchange kung saan mabibili na ito ng publiko.,Ang shares ng Upson ay ililista sa main board ng Philippine Stock Exchange kung saan mabibili na ito ng publiko.,"operations: substitute, swap; errors: ng_nang"
"bunso niya, 23-anyos na na ngayon, na ikinagulat ni Ice.","Ang bunso niya, 23-anyos na ngayon, na ikinagulat ni Ice.","operations: delete, insert; errors: "
"May mga nangako kanya na malaki ang panalo niya sa laban, kaya kinasuhan niya ang kumpanya!","May mga nangako sa kanya na malaki ang panalo niya sa laban, kaya kinasuhan niya ang kumpanya!",operations: delete; errors: 
"Pinaka-da Best sa pagka-presidente ng ating nasyon si Bongbong. Kwalipikado, pahayag ng natanong mga kawani ng pa gobyerno.","Pinaka-da Best sa pagka-presidente ng ating nasyon si Bongbong. Kwalipikado, pahayag ng isang natanong mga kawani ng gobyerno.","operations: insert, delete; errors: "
Dagdag ni Vladmir..,Dagdag ni Vladmir.,operations: substitute; errors: repetition
Masuwerteng nailigtas ng mga mangingisda Ariel si Lioad subalit bigong maiahon ang katawan ng nitong si Llana.,Masuwerteng nailigtas ng mga mangingisda si Ariel Lioad subalit bigong maiahon ang katawan ng kasama nitong si Llana.,"operations: swap, delete; errors: "
Manny ng kinabiliban sa pagiging humble matapos nang hindi magwagi.,Manny na kinabiliban sa pagiging humble matapos hindi magwagi.,"operations: substitute, insert; errors: ligature"
"Kasiraan ba talaga sinasabing iyong nakabuntis? Si Aga Muhlach nakabuntis din noong kanyang panahon, pero hindi siya nasira kundi lalo pa ngang sumikat, kasi napatunayan niya na siya pala ay hindi pogi lang kundi isang magaling na actor. Kung hindi umangat si Albie dahil lang sa tsismis na iyon, bakit hindi umabante ang career niya noong malaman na hindi pala totoo ang bintang at ang tatay ng anak ni Andi ay si Jake Ejercito? Dapat nakuha ni Albie ang simpatiya ng publiko at sumipa na ang kanyang career.","Kasiraan ba talaga iyong sinasabing nakabuntis? Si Aga Muhlach nakabuntis din noong kanyang panahon, pero hindi siya nasira kundi lalo pa ngang sumikat, kasi napatunayan niya na siya pala ay hindi pogi lang kundi isang magaling na actor. Kung hindi umangat si Albie dahil lang sa tsismis na iyon, bakit hindi umabante ang career niya noong malaman na hindi pala totoo ang bintang at ang tatay ng anak ni Andi ay si Jake Ejercito? Dapat nakuha ni Albie ang simpatiya ng publiko at sumipa na ang kanyang career.",operations: swap; errors: 
maraming At salamat sa lahat ng readers hindi lang ng PSN kundi PM dahil sa walang sawa nilang suporta. Sila ang dahilan kung bakit nagtagal ng ganito ang PSN at lalo pang tatagal. Bongga talaga!,At maraming salamat sa lahat ng readers hindi lang ng PSN kundi PM dahil sa walang sawa nilang suporta. Sila ang dahilan kung bakit nagtagal ng ganito ang PSN at lalo pang tatagal. Bongga talaga!,operations: swap; errors: 
"Basta ang sa kanya raw ay nandun lang siya para sumuporta, lalo na sa bagong halal na Bise Presidenteng si Mayor Sara ng Duterte.","Basta ang sa kanya raw ay nandun lang siya para sumuporta, lalo na sa bagong halal na Bise Presidenteng si Mayor Sara Duterte.",operations: insert; errors: 
"Maliban sa health protocols, inaayos na rin ang mga gagamiting venues sa oras na makakuha na ng go signal ang liga sa IATF.","Maliban sa health protocols, inaayos na rin ang mga gagamiting venues sa oras na makakuha na ng go signal ang liga sa IATF.",operations: substitute; errors: enclitic
"Sabi ng kaibigan naming propesor, Nakalimutan na yata ng hambog na direktor na nang yun na may pera sa basura? Kung basura ang panukat niya sa mga proyektong ginagawa ng pinatatamaan niyang network, at least, may basura pa rin silang ibinebenta!","Sabi ng kaibigan naming propesor, Nakalimutan na yata ng hambog na direktor na yun na may pera sa basura? Kung basura ang panukat niya sa mga proyektong ginagawa ng pinatatamaan niyang network, at least, may basura pa rin silang ibinebenta!",operations: insert; errors: 
"â € œPara bigyan po ako ulit ng pagkakataon ngayon to host show a like this, napakalaking bagay nito sa akin.","â € œPara bigyan po ako ulit ng pagkakataon ngayon to host a show like this, napakalaking bagay nito sa akin.",operations: swap; errors: 
Mula sa nakuhang cash incentives nang buhatin ang silver medal noong 2016 Rio de Janeiro Olympics sa Brazil ay nagpatayo si Diaz ng isang weightlifting ng gym sa Zamboanga City.,Mula sa nakuhang cash incentives nang buhatin ang silver medal noong 2016 Rio de Janeiro Olympics sa Brazil ay nagpatayo si Diaz ng isang weightlifting gym sa Zamboanga City.,operations: insert; errors: 
Pero wala naman daw narinig ng sa bubong ang tatay ni Albert.,Pero wala naman daw narinig na ingay sa bubong ang tatay ni Albert.,"operations: delete, substitute; errors: ligature"
"Ang bongga lang talaga at sobrang busy pa rin ni Pops sa concert scene, huh! May pagkakataon kasi ng ayaw na niyang masyadong mag-show pero lately nga, sobrang busy uli siya.","Ang bongga lang talaga at sobrang busy pa rin ni Pops sa concert scene, huh! May pagkakataon kasi na ayaw na niyang masyadong mag-show pero lately nga, sobrang busy uli siya.",operations: substitute; errors: ligature
Scholar doon si Aneeza at kapag na-maintain niya ito tutuloy siya ng Dubai at Australia.,"Scholar doon si Aneeza at kapag na-maintain niya ito, tutuloy siya ng Dubai at Australia.",operations: delete; errors: 
"Kaya naman kahit siguro nag pandemic parang hindi natin naramdaman dahil naging positive tayo sa lahat ng pangyayari. Tinanggap natin ng maluwag sa loob ng lahat bagay. Kaya nga thankful ako sa inyo ni Gorgy dahil andiyan kayo, Salve. Naging magaan ang lahat dahil sinamahan nyo ako sa mga journey ko. Bongga.","Kaya naman kahit siguro nag pandemic parang hindi natin naramdaman dahil naging positive tayo sa lahat ng pangyayari. Tinanggap natin nang maluwag sa loob lahat ng bagay. Kaya nga thankful ako sa inyo ni Gorgy dahil andiyan kayo, Salve. Naging magaan ang lahat dahil sinamahan nyo ako sa mga journey ko. Bongga.","operations: swap, substitute; errors: ng_nang"
Simula pagkabata na kasi ang tumatayong guardian ng kanyang tatlong apo.,Simula pagkabata kasi siya na ang tumatayong guardian ng kanyang tatlong apo.,"operations: delete, swap; errors: "
Para kay Bela ay talagang magkasundung-magkasundo sila na kasintahan sa maraming bagay kahit na magkaiba ang ang lahi nila.,Para kay Bela ay talagang magkasundung-magkasundo sila ng kasintahan sa maraming bagay kahit na magkaiba ang lahi nila.,"operations: insert, substitute; errors: ligature"
"Kasi kailangan mo nang maayos na nang kaeksena at saka yung naniniwala talaga kasi sobrang hirap nung materyal, €  paliwanag niya.","Kasi kailangan mo nang maayos na kaeksena at saka yung naniniwala talaga kasi sobrang hirap nung materyal, â €  paliwanag niya.","operations: delete, insert; errors: "
"Dakong ala-1: 30 pa ng madaling araw nang dumating sa lugar na pinangyarihan ng engkuwentro ang mga suspek, ng noon at kaagad na binuntutan na ng mga sasakyan ng mga AKG personnel.","Dakong ala-1: 30 ng madaling araw nang dumating sa lugar na pinangyarihan ng engkuwentro ang mga suspek, na noon at kaagad na binuntutan na ng mga sasakyan ng mga AKG personnel.","operations: substitute, insert; errors: ligature"
Nag-viral ang istorya ng mag-asawang Macx at Edwin Pantaleon dahil sa tagumpay ng kanilang negosyong ukay-ukay sa kabila ng mga naunang dinanas nilang kabiguan dulot pandemya ng na nagpabagsak sa maraming negosyo lalo na noong kasagsagan ng pananalasa ng Covid-19 sa unang hati ng 2020.,Nag-viral ang istorya ng mag-asawang Macx at Edwin Pantaleon dahil sa tagumpay ng kanilang negosyong ukay-ukay sa kabila ng mga naunang dinanas nilang kabiguan dulot ng pandemya na nagpabagsak sa maraming negosyo lalo na noong kasagsagan ng pananalasa ng Covid-19 sa unang hati ng 2020.,operations: swap; errors: 
Thankful siya ng ipinagkatiwala sa kanya ng Watsons ang mag-endorse ng Collagen na noon pa ang man ay ginagamit na raw niya.,Thankful siya na ipinagkatiwala sa kanya ng Watsons ang mag-endorse ng Collagen na noon pa man ay ginagamit na raw niya.,"operations: insert, substitute; errors: ligature"
Siya ay nakatala bilang 1 MWP sa bayan Bay ng.,Siya ay nakatala bilang Top 1 MWP sa bayan ng Bay.,"operations: delete, swap; errors: "
"Ang bagyong"" Paeng"" ang ika-16 bagyong pumasok sa Philippine area of responsibility ngayon 2022. ay Nasundan ito agad ng bagyong"" Queenie"" ngunit agad-agad naman itong nalusaw at naging remnant low ng lamang.","Ang bagyong"" Paeng"" ang ika-16 bagyong pumasok sa Philippine area of responsibility ngayon 2022. Nasundan ito agad ng bagyong"" Queenie"" ngunit agad-agad naman itong nalusaw at naging remnant low na lamang.","operations: substitute, insert; errors: ligature"
"Yup, parang nagkaroon nga raw nang connection sina Zanjoe and Kylie habang ginagawa nila ang pelikula na ikinaselos daw ni Jake.","Yup, parang nagkaroon nga raw ng special connection sina Zanjoe and Kylie habang ginagawa nila ang pelikula na ikinaselos daw ni Jake.","operations: delete, substitute; errors: ng_nang"
"Matapos na makapag-karga ng gasolina, isa sa mga suspek ang nagtungo sa kahera at ng tinutukan ng baril si Zabala saka nagdeklara ng holdap.","Matapos na makapag-karga ng gasolina, isa sa mga suspek ang nagtungo sa kahera at tinutukan ng baril si Zabala saka nagdeklara ng holdap.",operations: insert; errors: 
